Takeoff,,Landing,
0.01202348091715432,0.4482189973614774,0.023067240808214637,0.29815303430079143
0.012179897685031835,0.4408897683963646,0.023398476316661143,0.29023746701846975
0.012382319384638033,0.4321863090002931,0.023650215303080487,0.2849604221635884
0.01256633911155276,0.42439900322486057,0.02390195428949983,0.27638522427440626
0.012750358838467483,0.41706977425974756,0.024153693275919173,0.27176781002638517
0.012943579551727945,0.40882439167399576,0.024471679364027818,0.2658311345646438
0.013136800264988407,0.4019532395192025,0.024789665452136463,0.26055408970976246
0.013339221964594604,0.3959982409850482,0.025054653858893668,0.2526385224274408
0.01355084465054654,0.3882109352096157,0.02537263994700232,0.24604221635883916
0.013725663391115528,0.3813397830548224,0.025624378933421656,0.24142480211081807
0.013983291008796143,0.37538478452066815,0.026021861543557463,0.2354881266490767
0.01416731073571087,0.36805555555555536,0.026286849950314668,0.23153034300791564
0.014369732435317063,0.3625586338317208,0.026565087777409735,0.2262532981530343
0.01455375216223179,0.3543132512459688,0.026803577343491217,0.22097625329815296
0.014737771889146514,0.35156479038405153,0.027095064590924138,0.2150395778364116
0.014976997534135658,0.3433194077982995,0.027439549519708506,0.20844327176780997
0.015179419233741855,0.339654793315743,0.02770453792646571,0.20448548812664913
0.015391041919693791,0.33461594840222775,0.028035773434912217,0.19722955145118726
0.015547458687571306,0.3282028730577542,0.028314011262007277,0.19195250659630614
0.015722277428140297,0.3240801817648782,0.02857899966876449,0.18799472295514508
0.015943101100437965,0.31858326004104365,0.02887048691619741,0.17941952506596315
0.01616392477273564,0.3130863383172089,0.02916197416363034,0.17414248021108203
0.0163571454859961,0.3071313397830546,0.029493209672076838,0.170844327176781
0.01656876817194803,0.3020924948695396,0.029811195760185483,0.16490765171503963
0.016761988885208492,0.29659557314570506,0.03008943358728055,0.15897097625329826
0.01701961650288911,0.2901824978012313,0.03032792315336203,0.15303430079155667
0.01724044017518678,0.2828532688361185,0.030645909241470683,0.14841688654353558
0.017433660888447243,0.27735634711228374,0.03091089764822788,0.145118733509235
0.01768208751978212,0.27094327176780997,0.03125538257701225,0.13918205804749362
0.017912112178425525,0.2663625036646142,0.03162636634647233,0.1312664907651715
0.01812373486437746,0.26086558194077947,0.031891354753229545,0.1279683377308709
0.018353759523020867,0.25582673702726466,0.03226233852268962,0.12071240105540904
0.018565382208972803,0.2512459689240689,0.03259357403113613,0.1187335092348285
0.01874940193588753,0.2466652008208734,0.032924809539582635,0.11345646437994716
0.018951823635493723,0.2420844327176781,0.03318979794633984,0.1075197889182058
0.019181848294137133,0.23750366461448236,0.033454786353097045,0.10224274406332445
0.01938426999374333,0.2320067428906476,0.033878767803908576,0.09894459102902387
0.019559088734312318,0.2274259747874523,0.034157005631003635,0.091688654353562
0.019816716351992936,0.22284520668425678,0.034461742298774425,0.08641160949868087
0.02001913805159913,0.21780636177074153,0.03477972838688307,0.08245382585751981
0.020258363696588275,0.212309440046907,0.03505796621397813,0.0771767810026387
0.020479187368885945,0.20727059513339174,0.03536270288174892,0.07321899736147786
0.02069081005483788,0.20268982703019622,0.0356674395495197,0.06860158311345654
0.02089323175444408,0.1976509821166812,0.03599867505796621,0.06266490765171495
0.02110485444039601,0.19307021401348567,0.03636965882742629,0.05870712401055411
0.021334879099039417,0.18803136909997042,0.03660814839350778,0.05474934036939327
0.021555702771337087,0.18345060099677513,0.036965882742630005,0.0474934036939314
0.021739722498251814,0.1793279097038991,0.03732361709175223,0.044195250659630814
0.021960546170549485,0.1752052184110231,0.03757535607817157,0.03627968337730869
0.02220897280188436,0.1710825271181471,0.0378005962239152,0.03627968337730869
0.022420595487836297,0.16650175901495134,0.0379993375289831,0.0316622691292876
0.02261381620109676,0.16146291410143654,0.03822457767472672,0.027704485488126762
0.022843840859740165,0.15779829961888003,0.03855581318317323,0.023087071240105672
0.02309226749107504,0.15230137789504528,0.03879430274925471,0.020448548812665113
0.023313091163372712,0.149552917033128,0.0390990394170255,0.01649076517150405
0.023543115822016118,0.14451407211961276,0.03932427956276913,0.013192612137203241
0.023791542453350994,0.13993330401641724,0.03962901623053991,0.009234828496042402
0.024021567111994407,0.13535253591322194,0.03988075521695925,0.005277044854881341
0.024233189797946343,0.13122984462034593,0.040172242464392174,-0.0013192612137202797
0.024435611497552537,0.1271071533274699,0.040410732030473656,-0.003957783641160839
0.024674837142541685,0.12435869246555264,0.040662471016893006,-0.0072559366754616494
0.02489566081483935,0.1193198475520374,0.040980457105001644,-0.01187335092348274
0.025144087446174232,0.11428100263852214,,
0.02535571013212616,0.10970023453532685,,
0.025567332818078096,0.10649369686308963,,
0.025751352544992827,0.10420331281149209,,
0.02597217621729049,0.09870639108765755,,
0.02619299988958816,0.09549985341542033,,
0.02634941665746568,0.09183523893286427,,
0.026561039343417615,0.08817062445030777,,
0.02680946597475249,0.08404793315743175,,
0.02708549556512458,0.07946716505423623,,
0.027297118251076516,0.07580255057167973,,
0.02756394685510287,0.07076370565816448,,
0.02780317250009201,0.0675571679859277,,
0.027996393213352476,0.0638925535033712,,
0.028208015899304405,0.059769862210495184,,
0.028428839571602076,0.0561052477279389,,
0.0286128592985168,0.05198255643506311,,
0.028852084943505947,0.04877601876282589,,
0.029100511574840823,0.04465332746994988,,
0.029358139192521435,0.040988712987393816,,
0.029615766810202053,0.036407944884198074,,
0.029836590482499724,0.03274333040164179,,
0.03006661514114313,0.029078715919085285,,
0.030296639799786536,0.025872178246848065,,
0.030535865444775677,0.021749486953972275,,
0.030738287144381878,0.017168718850776754,,
0.0310235177210997,0.013046027557900741,,
0.031308748297817525,0.010755643506302981,,
0.031584777888189614,0.006632952213426968,,
0.031824003533178755,0.0020521841102314475,,
0.03207243016451364,-0.0020705071826445653,,
0.032330057782194256,-0.004818968044561833,,
0.03253247948180045,-0.007567428906479101,,
